ID,Glottocode,Noun_Class,Semantic_Categories,Unpossession_Marker_Type,Remark,Coder,Source,dd_Valency,dd_Semantic_Type,dd_Construction_Type_Simplified,dd_Construction_Type_Generic,dd_Unpossession_Construction
tido1248_inalienable,tido1248,inalienable,body;plant_part;kin;intimate_property,NA,"Body parts, parts of plants and trees, family relations, expressions related to speech (e.g. -ronga ‘name’, -ngale ‘meaning’), and some more words perceived as necessarily belonging to someone (e.g. -fola ‘house’).",AM,vanstaden2000tidore[125-126],Optionally possessed,Inalienable,JUXT;PSSD,JUXT;MARKER,Noun
tido1248_alienable,tido1248,alienable,default,NA,,AM,vanstaden2000tidore[125-126],Optionally possessed,Default,PSSD,MARKER,Noun
timu1245_alienable,timu1245,alienable,default,NA,"We believe there are only alienables, but at least some kinship terms and maybe others (it is not clear) undergo a vowel change when a possessive suffix is attached (and maybe other suffixes such as the determiner). Because the sources are not clear about how this functions, we have not coded it as its own class. There are similar cases of vowel changes across the suffixes in the language.",DI,"granberry1993timucua[19,69-71,85];adamvinson1886timucua[14]",Optionally possessed,Default,PSSD,MARKER,Noun
tiwi1244_alienable,tiwi1244,alienable,default,NA,,NCP,lee1987tiwi[227-228],Optionally possessed,Default,JUXT;PSSD,JUXT;MARKER,Noun
tiwi1244_kin,tiwi1244,kin,kin,NA,Most kin-terms cannot stand alone except in some cases when used vocatively.,NCP,lee1987tiwi[95],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
tlin1245_inalienable,tlin1245,inalienable,body;kin;part,NA,Part' is assumed to be what is meant with relational nouns.,TH,crippen2010tlingit[87],Optionally possessed,Inalienable,JUXT,JUXT,Noun
tlin1245_alienable,tlin1245,alienable,default,NA,,TH,crippen2008tlingit[186],Optionally possessed,Default,PSSD,MARKER,Noun
toho1245_inalienable,toho1245,inalienable,default,NA,"This category is not described as the default or open class but semantically as inalienable. The list of terms includes: body parts, kinship terms, clothing, tools/utensils, and miscellaneous (most of which are further tools and the word house). We concluded that this is probably the closest to a default class, because most new terms are things that can be owned (and not gotten directly from nature), and this category seems to include all ownable items.",DI,"zepeda1983papago[75-76,79-80]",Optionally possessed,Default,JUXT;PSSD,JUXT;MARKER,Noun
toho1245_nonpossessible,toho1245,nonpossessible,nature_inanimate;plants;humans;animals,NA,"This category is described semantically and with a list that includes: domestic animals, domestic plants, wild plants, people, and miscellaneous (most of the examples of which are nature terms).",DI,"zepeda1983papago[78-79,158]",Optionally possessed,Non-possessible,PSSD,MARKER,Noun
toll1241_inalienable,toll1241,inalienable,kin;body,NA,"This class also has at least the word 'noun', but we think this is more or less an extended (abstract) body part.",DI,holt1999tol[34-36],Obligatorily possessed,Inalienable,JUXT,JUXT,NULL
toll1241_alienable,toll1241,alienable,default,NA,,DI,holt1999tol[34-36],Optionally possessed,Default,JUXT,JUXT,Noun
tomm1242_alienable,tomm1242,alienable,default,NA,,TH,mcpherson2013tommo[203],Optionally possessed,Default,PSSD,MARKER,Noun
tomm1242_inalienable,tomm1242,inalienable,kin,NA,Also includes 'friend' and 'enemy'.,TH,mcpherson2013tommo[209],Optionally possessed,Inalienable,PSSD,MARKER,Noun
tonk1249_kinship,tonk1249,kinship,kin,3,"Some kinship terms fall into this category: at least mother, son, and daughter. These are distinguished by their pronominal (rather than nominal) possession paradigms, of which at least 'mother' has a full paradigm. For 'son' and 'daughter' (and perhaps others), there is clearly a possessive prefix for the 1st person, but it is unclear what is happening in the other persons. It is also unclear what happens for the unpossession construction. 'Mother' has a plain free form (N) but this is a vocative, while the other two examples ('son, daughter') use the 3rd person possessed as a free form. We take the the 3rd person possessed form as typical.",DI,"hoijer1938tonkawa[67,117,122-123,133-134]",Obligatorily possessed,Inalienable,MARKER;PSSR,MARKER,MARKER
tonk1249_alienable,tonk1249,alienable,default,NA,"This is the open class, plus some kinship terms (at least mother’s brother, grandfather, grandmother, woman’s sister, man’s brother).",DI,"hoijer1938tonkawa[67,117,122-123]",Optionally possessed,Default,MARKER;PSSR,MARKER,Noun
toto1305_alienable,toto1305,alienable,default,NA,There is no inalienable or alienable distinction in the language.,DI,"suslak2003totontepecmixe[60-61,]",Optionally possessed,Default,PSSD,MARKER,Noun
trin1274_alienable,trin1274,alienable,default,NA,"The determination of a ""default"" category in this language is not at all straightforward. Spanish loans are assigned to different possession classes in some cases with semantic criteria, so they cannot be used as a diagnostic feature of the default class. This noun class is small and contains mainly human made artifacts. However, our ontology by construction ends up placing most human made artifacts in the ""default"" (or ""else"") category. Rose notes that in elicitation animals, plants, landscape and natural elements can also use the PSSD construction associated with this class. We do not consider that the nouns of the non-possessible classes (which include plants, animals, etc) have access to the same constructions as the nouns of this class, since this is seen only in elicitation. However, we think that this points to this class being the most default-like or generic, so we have designated it as the default one. These nouns almost always enter into direct possession. Rose has one example from her corpus of a member of this class taking the indirect possessive construction, although the possessor is highly atypical. This was reproduced in elicitation sessions. It is thus possible for these nouns to be possessed with the classifier construction, although it is very atypical.",DI,rose2023mojeno[1504-1505],Optionally possessed,Default,CLASS;PSSD,CLASS;MARKER,Noun
trin1274_inalienable,trin1274,inalienable,body;kin;part,NA,"This class also includes some attributes, at least ‘image’ and ‘feeling’, and ‘worm, parasite’. Non-affinal kinship terms fall into this group.",DI,"rose2023mojeno[1503-1504,1506-1508]",Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
trin1274_nonpossessible,trin1274,nonpossessible,nature_inanimate;animals;humans,NA,"Minimally includes ‘ground, earth’, ‘tree, stick’, ‘pumpkin’, ‘animal’, ‘fish’, ‘child’, ‘Trinitario’. In addition, this category includes some constructed items: ‘church’, ‘robe’, ‘money’, and ‘motorcycle’, and the word ‘hole’. 'church' and 'robe' may belong to a religiously unpossessible category, as 'cross' is also in the unpossessible-ra category.",DI,"rose2023mojeno[1505,1513-1514]",Non-possessible,Non-possessible,CLASS,CLASS,Noun
trin1274_nonpossessible-ra,trin1274,nonpossessible-ra,nature_inanimate;animals;humans,NA,"Minimally includes ‘employee’, ‘assistant’, ‘year/age’, ‘day/sun’, ‘path’, ‘manioc’, ‘ox’, ‘cow’, and two types of artifacts: ‘glass’, ‘cross’",DI,"rose2023mojeno[1505,1513-1514]",Optionally possessed,Non-possessible,CLASS;PSSD,CLASS;MARKER,Noun
trin1274_nonpossessible-ne,trin1274,nonpossessible-ne,mixed,NA,"Minimally includes ‘last name’ and ‘caja’ (the instrument). It is hard to tell what is in this category, and it is less productive than the -ra class.",DI,"rose2023mojeno[1505,1513-1514]",Optionally possessed,Mixed,CLASS;PSSD,CLASS;MARKER,Noun
trin1274_SUPPLETIVE,trin1274,SUPPLETIVE,intimate_property,NA,"The only truly suppletive noun exemplified is ‘house’ peti ~ -peno. The noun ‘tobacco’, which is also in this category, undergoes an unpredictable ablaut in possession, sawara ~ -saware",DI,"rose2023mojeno[1503,1507]",,Inalienable,SUPPLETION,,Noun
trin1274_inalienable-re,trin1274,inalienable-re,body;kin;place_relation;intimate_property,SPECIAL_MARKER,"Some affinal kinship terms (‘wife’), some body parts (‘head’, ‘face’), some clothing (‘dress’, ‘pants’), some other intimate property (‘beer’, ‘flute’) some attributes (‘illness’), and at least ‘village’ from the place relation set of semantics. The inclusion of a word in this versus other inalienable classes is unpredictable.",DI,"rose2023mojeno[1503-1504,1506-1508]",Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
trin1274_inalienable-ko,trin1274,inalienable-ko,mixed,SPECIAL_MARKER,"Most lexical nominalizations are in this category. It also includes some kinship terms, such as ‘daughter-in-law’.",DI,"rose2023mojeno[1503-1504,1506-1508]",Obligatorily possessed,Mixed,PSSD,MARKER,MARKER
trin1274_inalienable-ti,trin1274,inalienable-ti,mixed,SPECIAL_MARKER,"The only example of this category is the word ‘field’, and it appears to not have coherent semantics.",DI,"rose2023mojeno[1503-1504,1506-1508]",Obligatorily possessed,Mixed,PSSD,MARKER,MARKER
trio1238_animals,trio1238,animals,animals,NA,,AM;DI,meira1999tiriyo[193],Non-possessible,Non-possessible,CLASS,CLASS,Noun
trio1238_alienable,trio1238,alienable,default,NA,"Including body parts, plants, and certain kinship terms.",AM;DI,"meira1999tiriyo[193, 196]",Optionally possessed,Default,JUXT;PSSD,JUXT;MARKER,Noun
trio1238_non-possessible,trio1238,non-possessible,names,NA,"Also includes human groups (""clan"") and certain nominalizations.",AM;DI,meira1999tiriyo[193],Non-possessible,Non-possessible,NULL,NULL,Noun
trio1238_inalienable,trio1238,inalienable,kin,NA,"Also includes ""generic nouns"" (e.g. ""pet, game, food""), certain nominalizations, and some unclassified nouns (e.g. ""leaf, fruit, tree, container, wrapping, clothes"").",AM;DI,meira1999tiriyo[193],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
trio1238_alienable-jclass,trio1238,alienable-jclass,mixed,NA,"All stems are vowel-initial, but the -j- (palatal glide) is not epenthetic; vowel-initial stems without a -j- prefix exist. This class includes the following semantics: speed, disease, needle, mortar, comb, electric eel/cramp, stone for cassava cooking, wound, thorn/thorny shrub, razor blade, rash/skin disease, carpentry tool, voice/word/language, cashew, clock/watch, work, wax, cold/snot.",AM;DI,meira1999tiriyo[207-209],Optionally possessed,Mixed,PSSD,MARKER,Noun
trio1238_SUPPLETIVE,trio1238,SUPPLETIVE,mixed,NA,"Some of these words add a consonant when they are possessed, e.g. an -h- before the stem, others change the root, others lose their first syllable when possessed, and some do a combination. This class includes the following semantics: shoes, fan, ax, club, leg/shin, mouth, water, anus, banana, cassava bread, arrow/arrow cane, excrement, smoke, field/garden, clay/pot, hammock.",AM;DI,"meira1999tiriyo[206-207,209-211]",,Mixed,SUPPLETION,,Noun
trum1247_alienable,trum1247,alienable,default,NA,,DI,"guirardello1999trumai[37,104-112]",Optionally possessed,Default,PSSR,MARKER,Noun
trum1247_kinship,trum1247,kinship,kin,NA,,DI,"guirardello1999trumai[37,104-112];guirardello2023pc",Obligatorily possessed,Inalienable,JUXT;MARKER,JUXT;MARKER,NULL
trum1247_kinship-men,trum1247,kinship-men,kin,NA,"This class only includes 'father', 'paternal uncle', and 'maternal uncle'.",DI,"guirardello1999trumai[37,104-112];guirardello2023pc",Obligatorily possessed,Inalienable,JUXT;MARKER,JUXT;MARKER,NULL
trum1247_body,trum1247,body,body;intimate_property,NA,"Includes clothing, hammocks, homes, villages, names, and also ‘pet’, which we treat as a kind of intimate_property, as the actual animals are unpossessible",DI,"guirardello1999trumai[37,104-112];guirardello2023pc",Obligatorily possessed,Inalienable,JUXT;MARKER,JUXT;MARKER,NULL
trum1247_non-possessible,trum1247,non-possessible,animals,NA,,DI,guirardello1999trumai[113];guirardello2023pc,Non-possessible,Non-possessible,CLASS,CLASS,Noun
tuka1248_alienable,tuka1248,alienable,default,NA,There is an alienability distinction in verbal possession.,TH,donohue1999tukangbesi[352],Optionally possessed,Default,PSSR,MARKER,Noun
nene1249_alienable,nene1249,alienable,default,NA,"There is an ""inalienable"" construction that is used for prominent possessors, but not restricted to any group of nouns.",TH,nikolaeva2014nenets[149],Optionally possessed,Default,PSSR;PSSR-PSSD,MARKER,Noun
tuni1252_inalienable,tuni1252,inalienable,kin;body;clothing,NA,"Haas does not give ""clothing"" as a category, but ""miscellaneous items"", of which two are clothing. In her associated texts, it appears that ""boot"" is also inalienably possessed, while ""house"" is alienably possessed, so we are assuming this category includes most clothing articles.",DI,"haas1941tunica[37-38,64]",Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
tuni1252_alienable,tuni1252,alienable,default,NA,,DI,haas1941tunica[37-38],Optionally possessed,Default,PSSD,MARKER,Noun
tupi1273_alienable,tupi1273,alienable,default,NA,"Barbosa1956tupi describes a large class of irregular nouns with a series of exceptions/subclasses. They have alternating initial consonants, a phenomenon commonly described in Tupi-Guarani grammars as ""relational prefixes"". Since the same patterns occur with non-nominal roots, such as verbs and postpositions, we consider that this phenomenon is not related to possession, although it is conceivable that it can evolve into different possession classes and/or unpossession constructions. We have therefore grouped the irregular/alternating class of nouns with the regular ones.",NCP,"barbosa1956tupi[78, 107-116]",Optionally possessed,Default,JUXT,JUXT,Noun
tupi1273_kinship,tupi1273,kinship,kin,NA,"Kinship terms are always possessed, except vocative forms.",NCP,barbosa1956tupi[117],Obligatorily possessed,Inalienable,JUXT,JUXT,NULL
tupi1273_animals,tupi1273,animals,animals,NA,Both pets and prey/prisoners can only be possessed through classifiers.,NCP,barbosa1956tupi[115],Non-possessible,Non-possessible,CLASS,CLASS,Noun
tusc1257_alienable,tusc1257,alienable,default,NA,,TH;DI,williams1974tuscarora[214-216],Non-possessible,Default,NULL,NULL,Noun
tusc1257_inalienable,tusc1257,inalienable,body;kin,NA,"Only older-than-ego kinship terms are in this category; younger-than-ego and same-age kinship terms are all verbs, and are expressed verbally, e.g. ""he with whom we-are-brothers"".",TH;DI,"williams1974tuscarora[205-208,216-220]",Optionally possessed,Inalienable,PSSD,MARKER,Noun
tute1247_alienable,tute1247,alienable,default,NA,,DI;NCP,roberts2022pc;oliverio1996tutelo[141-142],Non-possessible,Default,CLAUSE,CLAUSE,Noun
tute1247_animals,tute1247,animals,animals,NA,"This category minimally includes dogs, and maybe only dogs. It is possible that it included horses at one point, but this would have been a semantic extension.",DI;NCP,roberts2022pc;oliverio1996tutelo[142-143],Non-possessible,Non-possessible,CLAUSE,CLAUSE,Noun
tute1247_kin,tute1247,kin,kin,NA,"There’s no evidence for an unpossession paradigm, and the Siouan generic possessor doesn’t seem to be an unpossessor in Tutelo (note that 3rd person is null). In addition, the word ‘father’ unexpectedly takes an e- prefix and the actor.pro- prefix, for a possessive construction of e-actor.pro-PSSD. We have not separated this into its own class because it would be the only member, and we have treated single-membership classes as exceptions rather than classes in other languages, and this would introduce comparability problems. Properly, 'father' should be in its own class and this construction should be added.",DI;NCP,roberts2022pc;oliverio1996tutelo[131-139],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
tute1247_body,tute1247,body,body,NA,"The word 'house' would fall into this category, but it unexpectedly takes an e- prefix and the actor.pro- prefix (like 'father') instead of the dative as body parts do. Unlike 'father', 'house' is capable of being unpossessed, and so would form yet another category apart from 'father'. We have not been coding single-membership classes, and so it is not separated out here.",DI;NCP,roberts2022pc;oliverio1996tutelo[131-139],Optionally possessed,Inalienable,PSSD,MARKER,Noun
tute1247_patient-pssd,tute1247,patient-pssd,nuclear_kin,NA,"This is four words, 'husband', 'wife', 'child', 'friend'. The words 'wife' and 'child' can both take alienable possession in addition to the signature possession construction of this class, and it is not known if this indicates a difference in meaning.",DI;NCP,roberts2022pc;oliverio1996tutelo[140-141],Optionally possessed,Inalienable,PSSD,MARKER,Noun
uppe1439_alienable,uppe1439,alienable,default,NA,"No indication is given in the grammar of an alienability split, and only pronominal possession is discussed.",DI,kinkade1963upperchehalis[116f],Optionally possessed,Default,MARKER,MARKER,Noun
urar1246_inalienable,urar1246,inalienable,kin;body;intimate_property,?,"This class is merging with the alienable in the modern language. It historically includes kinship, body part terms, and significant possessions relevant for daily life ('blowgun', 'field', types of fruit, 'firewood', pets).",DI,"olawsky2006urarina[331,350-354]",Obligatorily possessed,Inalienable,JUXT;MARKER;PSSR,JUXT;MARKER,?
urar1246_alienable,urar1246,alienable,default,NA,,DI,olawsky2006urarina[331],Optionally possessed,Default,JUXT;MARKER;PSSR,JUXT;MARKER,Noun
urni1239_alienable,urni1239,alienable,default,NA,,TH,birch2006dictionary[98];campbell2006urningangk[47],Optionally possessed,Default,JUXT,JUXT,Noun
wage1238_inalienable,wage1238,inalienable,body,NA,"The grammar doesn’t explicitly mention what is inalienable, only that alienable is non-body part.",TH,cook1987wagiman[149],Optionally possessed,Inalienable,JUXT,JUXT,Noun
wage1238_alienable,wage1238,alienable,default,NA,,TH,cook1987wagiman[96],Optionally possessed,Default,PSSR,MARKER,Noun
waim1253_classifier,waim1253,classifier,animals;plants,NA,"The example nouns in this category are: 'dog, bird, fish, banana'; however, 'banana' is not exemplified anywhere, and we are unsure if this extends to other plants.",AM,bruno2003waimiriatroari[69-70],Non-possessible,Non-possessible,CLASS,CLASS,Noun
waim1253_alienable,waim1253,alienable,default,NA,,AM,bruno2003waimiriatroari[69-70],Optionally possessed,Default,JUXT,JUXT,Noun
waim1253_non-possessible,waim1253,non-possessible,nature_inanimate,NA,"e.g. sun, moon, star",AM,bruno2003waimiriatroari[69-70],Non-possessible,Non-possessible,NULL,NULL,Noun
waim1253_inalienable,waim1253,inalienable,body;kin,NA,,AM,bruno2003waimiriatroari[69-70],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
wapi1253_inalienable-obl,wapi1253,inalienable-obl,body;kin;plant_part;intimate_property;place_relation,NA,"The grammar suggests that some terms for plants occur in this (and the other inalienable) category but we are not convinced. The ‘plant’ category contains only the words for ‘plant’ and ‘manioc’, which are conceivably ""the part of the plant that is above ground"" (i.e., a plant part) and ""the edible tuber of manioc"". The grammar specifically notes that not all plants are inalienable, and 'potato' shows up as an alienable plant. Intimate property like 'match', 'arrow', 'blanket', 'pencil', and 'sling' are in this category as well, and so are a few place relations like 'village' and 'camp'.",DI,gomes2006wapixana[99-107],Obligatorily possessed,Inalienable,JUXT,JUXT,MARKER
wapi1253_inalienable-nonobl,wapi1253,inalienable-nonobl,body;kin;plant_part,NA,"Some inalienable nouns irregularly do not take the unpossession marker. This most frequently happens with kinship terms, but it occurs among all semantic categories. The grammar suggests that some terms for plants occur in this (and the other inalienable) category but we are not convinced. The ‘plant’ category contains only the words for ‘plant’ and ‘manioc’, which are conceivably ""the part of the plant that is above ground"" (i.e., a plant part) and ""the edible tuber of manioc"". The grammar specifically notes that not all plants are inalienable, and 'potato' shows up as an alienable plant.",DI,gomes2006wapixana[99-107],Optionally possessed,Inalienable,JUXT,JUXT,Noun
wapi1253_alienable-n,wapi1253,alienable-n,default,NA,"This is the most common alienable possession class. Some nouns “slip” between multiple alienable classes, but they are rare.",DI,gomes2006wapixana[131-136],Optionally possessed,Default,PSSD,MARKER,Noun
wapi1253_alienable-ʐ,wapi1253,alienable-ʐ,mixed,NA,"This is a rarer alienable class, but some nouns belong to multiple alienable classes.",DI,gomes2006wapixana[131-136],Optionally possessed,Mixed,PSSD,MARKER,Noun
wapi1253_alienable-t,wapi1253,alienable-t,mixed,NA,"This is a rarer alienable class, but some nouns belong to multiple alienable classes.",DI,gomes2006wapixana[131-136],Optionally possessed,Mixed,PSSD,MARKER,Noun
wapp1239_inalienable,wapp1239,inalienable,body;kin;intimate_property;plant_part;part,NA,"According to the grammar, included in the inalienable class are body parts (including name), kin terms (although son and children can occur as inalienable or alienable), 'friend', some possessions (such as house). We also found examples in the grammar of plant parts and part-whole relationships that are treated as inalienable (pot's bottom, tree's leaves).",NCP,"thompson2006wappo[9, 14, 15, 16, 19]",Optionally possessed,Inalienable,JUXT,JUXT,Noun
wapp1239_alienable,wapp1239,alienable,default,NA,,NCP,"thompson2006wappo[9, 14, 15, 16, 19]",Optionally possessed,Default,PSSR,MARKER,Noun
wara1303_alienable,wara1303,alienable,default,NA,There is explicitly no distinction between alienable an inalienable possession,DI,figueroa2023warao[1251],Optionally possessed,Default,PSSD,MARKER,Noun
ward1246_alienable,ward1246,alienable,default,NA,Possessor raising is possible only for body parts.,TH,merlan1994wardaman[74],Optionally possessed,Default,PSSR,MARKER,Noun
wari1268_xi-inalienable,wari1268,xi-inalienable,kin;body,NA,Mostly body terms but a few kinship.,DI,"everett1997wari[229-232,425,436-440]",Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
wari1268_Co-kinship,wari1268,Co-kinship,kin,NA,"These nouns are derived from a verbal clause, although that process is no longer productive and modern speakers do not seem to think of them (or even be aware of them) as in any way verbal.",DI,"everett1997wari[229-232,365-367]",Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
wari1268_alienable,wari1268,alienable,default,NA,"This class explicitly includes animals and names, categories which are frequently unpossessible in other languages.",DI,everett1997wari[229-232],Optionally possessed,Default,PSSD,MARKER,Noun
wari1268_SUPPLETIVE,wari1268,SUPPLETIVE,kin;body,NA,"This class is possessed as xi-inalienable nouns. It is a fairly large class of words have alternate unpossessed forms, which are formed in a variety of ways. Some of them are fairly suppletive (wina- vs. waji' 'head', capija- vs. topac 'lips', xi'- vs. na' 'mother') while others have minor changes or lose a vowel (mono- vs. mon 'belly', tapara- vs. tapan 'arm'). We have not tried to group these into separate semi-regular and suppletive patterns and are putting them all under the suppletive category.",DI,"everett1997wari[229-232,425,436-440]",,Inalienable,SUPPLETION,,Noun
wash1253_restricted1,wash1253,restricted1,body;plant_part,3,"These are mostly parts which may be separated, or for which it is not strange to do so.",DI,jacobsen1964washo[391-393],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
wash1253_restricted2,wash1253,restricted2,body;plant_part,3,These are mostly parts which may not typically be separated. Also includes daughter-in-law.,DI,jacobsen1964washo[391-393],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
wash1253_unrestricted,wash1253,unrestricted,default,NA,,DI,jacobsen1964washo[391-393],Optionally possessed,Default,JUXT,JUXT,Noun
wash1253_possessed,wash1253,possessed,kin,NA,All consanguinal kinship terms.,DI,jacobsen1964washo[391-393],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
wayu1243_alienable-0,wayu1243,alienable-0,default,NA,"This class of alienable nouns is the most common, according to the grammar. Some words fall into the -in, -se, and -0 categories ambiguously, either with different forms per person or multiple concurrent possible forms. We have not coded every possible combination, but rather consider these nouns whose categorization can vary. There is no way to predict -in vs. -se vs. -0, but -0 is the most common.",DI,olza2012guajiro[43-45],Optionally possessed,Default,PSSD,MARKER,Noun
wayu1243_alienable-se,wayu1243,alienable-se,mixed,NA,"There is no way to predict -in vs. -se vs. -0, but -0 is the most common.",DI,olza2012guajiro[43-45],Optionally possessed,Mixed,PSSD,MARKER,Noun
wayu1243_alienable-in,wayu1243,alienable-in,mixed,NA,"There is no way to predict -in vs. -se vs. -0, but -0 is the most common.",DI,olza2012guajiro[43-45],Optionally possessed,Mixed,PSSD,MARKER,Noun
wayu1243_inalienable,wayu1243,inalienable,body;kin,NA,"This category is said to contain ""almost all"" kinship terms and body parts.",DI,olza2012guajiro[43-45],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
wayu1243_non-possessible,wayu1243,non-possessible,nature_inanimate;animals;plants,NA,"The semantics of this category is heterogeneous but contains largely natural terms. It includes at least: ‘night’, ‘whooping cough’, ‘bear’, ‘water from a quiet river’, ‘saltpeter site’, ‘coal’, ‘heron’, ‘spoon’ (which sounds a little like a bound form [sic]), ‘plain’, ‘gnat’, ‘puma’, ‘yuca’, ‘a type of wide loincloth’, ‘a type of rodent’.",DI,olza2012guajiro[43-45],Non-possessible,Non-possessible,NULL,NULL,Noun
wayu1243_SUPPLETIVE,wayu1243,SUPPLETIVE,mixed,NA,Only the word for 'hammock' (chinchorro) is given in the grammar.,DI,olza2012guajiro[43-45],,Mixed,SUPPLETION,,Noun
itel1242_alienable,itel1242,alienable,default,NA,"No alienability distinction, only different constructions depending on referentiality of PSSR.",TH,georg1999itelmenische[93],Optionally possessed,Default,PSSR,MARKER,Noun
west2632_kin,west2632,kin,kin,3.INDEF,,DI,lachler2006keres[61],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
west2632_animals,west2632,animals,animals,NA,"Lachler calls this category together with nature 'natural nouns', but animals can be possessed with a classifier as pets, while inanimate nature and plants cannot be possessed at all.",DI,"lachler2006keres[54-55,62-63]",Non-possessible,Non-possessible,CLASS,CLASS,Noun
west2632_nature,west2632,nature,nature_inanimate;plants,NA,"Lachler calls this category together with animals 'natural nouns', but animals can be possessed with a classifier as pets, while inanimate nature and plants cannot be possessed at all.",DI,"lachler2006keres[54-55,62-63]",Non-possessible,Non-possessible,NULL,NULL,Noun
west2632_alienable,west2632,alienable,default,NA,"Most body parts go into one of the two body categories, however a few body part terms, such as 'torso', 'tonsil', 'lung', and 'scalp' are possessed alienably.",DI,"lachler2006keres[55-58,64];maring1967keres[117];miller1965acoma[177]",Optionally possessed,Default,PSSD,MARKER,Noun
west2632_body1,west2632,body1,body,SPECIAL_MARKER,"There are actually several paradigms of possession for body parts, but they are related and partially phonologically conditioned. However there are two unpredictable unpossession paradigms, which we have separated here into different classes.",DI,lachler2006keres[57-61];maring1967keres[73-74];valiquette1990keres[616-624],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
west2632_body2,west2632,body2,body,SPECIAL_MARKER,"There are actually several paradigms of possession for body parts, but they are related and partially phonologically conditioned. However there are two unpredictable unpossession paradigms, which we have separated here into different classes.",DI,lachler2006keres[57-61];maring1967keres[73-74];valiquette1990keres[616-624],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
wich1262_inalienable,wich1262,inalienable,kin;body;intimate_property,3.INDEF,"The intimate property and clothing are described as objects that are used over or with the body. Also included are ‘house’, and bodily sensations (such as ‘anger’, ‘feeling’, ‘hit’, ‘dream’, ‘drunkenness’).",DI,nercesian2014wichi[161-162],Obligatorily possessed,Inalienable,JUXT;PSSD,JUXT;MARKER,MARKER
wich1262_inalienable-2,wich1262,inalienable-2,body,3.INDEF,"This class includes ‘leg’, ‘ankle’, ‘calf’, ‘intestines’, ‘arm’, ‘wrist’, ‘palm’, ‘face, ‘eye’, ‘eyelid’, ‘eyelash’, ‘front’ (chest?), ‘spine’. Nercesian suggests that these are all the culturally most significant parts of the body.",DI,"nercesian2014wichi[161-162,164-165]",Obligatorily possessed,Inalienable,JUXT;PSSD,JUXT;MARKER,MARKER
wich1262_alienable,wich1262,alienable,default,NA,,DI,nercesian2014wichi[161-162],Optionally possessed,Default,PSSD,MARKER,Noun
wich1262_animals,wich1262,animals,animals,NA,"The grammar does not distinguish between animals and other alienables. However, animals have their own ""classifier"", and this classifier is in fact syntactically different from the classifier used for other alienable nouns. As such, we have analyzed this as its own possession class.",DI,"nercesian2014wichi[161-162,166-169]",Non-possessible,Non-possessible,CLASS,CLASS,Noun
wich1262_unpossessible,wich1262,unpossessible,nature_inanimate,NA,"Nercesian claims that this is not a grammatical restriction, but a semantic one; but she nevertheless states that these nouns are unpossessible, so we count them as a class. It includes at least ‘sky’, ‘sun’, ‘river’, ‘land’, and ‘star’.",DI,nercesian2014wichi[162],Non-possessible,Non-possessible,NULL,NULL,Noun
wich1260_alienable,wich1260,alienable,default,NA,,TH,rood1996wichita[599],Non-possessible,Default,CLAUSE,CLAUSE,Noun
wich1260_inalienable,wich1260,inalienable,kin,NA,"Not all kin words, but the grammar does not provide more information.",TH,rood1996wichita[599],Non-possessible,Inalienable,CLAUSE,CLAUSE,NULL
wint1259_kinship,wint1259,kinship,kin,NA,"The grammar states that ten kin terms fall into this category, but does not give which ten. From searching through the grammar, it is probably at least mother and father.",DI,"pitkin1984wintu[12,216-221]",Obligatorily possessed,Inalienable,MARKER,MARKER,NULL
wint1259_alienable,wint1259,alienable,default,NA,,DI,"pitkin1984wintu[12,216-221]",Optionally possessed,Default,PSSR,MARKER,Noun
wiyo1248_alienable,wiyo1248,alienable,default,NA,,NCP,teeter1964wiyot[41],Optionally possessed,Default,PSSD,MARKER,Noun
wiyo1248_kin2,wiyo1248,kin2,blood_kin_below_ego,NA,"Mother, several for blood kin below ego.",NCP,"teeter1964wiyot[41, 81]",Optionally possessed,Inalienable,PSSD,MARKER,Noun
wiyo1248_body,wiyo1248,body,body;non_blood_kin,SPECIAL_MARKER,"Most body parts, several words for body secretions, kinship terms (almost all in-laws, siblings), wood, enemy.",NCP,teeter1964wiyot[41],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
wiyo1248_kin1,wiyo1248,kin1,blood_kin_above_ego,SPECIAL_MARKER,"Kinship terms of generations above ego except 'mother', also 'nose'.",NCP,teeter1964wiyot[41],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
