"ID","Glottocode","Class_ID","Construction_Form","Construction_Type","Remark","Coder","Source","dd_Construction_Directness","dd_Construction_Type_Simplified","dd_Construction_Type_Generic"
"tete1251_730","tete1251","tete1251_alienable","N-ABS","UNPOSSESSION","When not possessed, nouns receive an absolutive suffix. The forms of this are not totally predictable, but appear to be mostly predictable: -tli, -tl, -i.","DI","tuggy1979tetelcingo[51f]",,,
"tete1251_731","tete1251","tete1251_inalienable","to-N","UNPOSSESSION","The to- prefix is the 1PL prefix. It is mentioned that this can index a general sense, and an example is given with 'our hand' (=the human hand), which is an obligatorily possessed noun.","DI","tuggy1979tetelcingo[53,59]",,,
"thay1249_732","thay1249","thay1249_inalienable","PSSR PSSD","JUXT","Word order appears free; can also have other words between. Body parts can be used for all sorts of part-whole relationships.","TH;NCP;DI","gaby2006kuuk[325]","DIRECT","JUXT","JUXT"
"thay1249_733","thay1249","thay1249_alienable;thay1249_inalienable","PSSD PSSR-GEN","PSSR","This is the basic expression for nominal possession. However, nominal possession in an oblique case is grammatically impossible, as it would require double case marking, and must be expressed with adjuncts (oblique-case possessed NPs are fine if the possessor is a pronoun, because the pronoun can take the oblique case marker). If the NP would be marked with the ergative case, the construction shape is PSSD PSSR-ABL instead, with the ablative replacing the genitive.","TH;NCP;DI","gaby2006kuuk[332f]","DIRECT","PSSR","MARKER"
"ticu1245_734","ticu1245","ticu1245_inalienable","PSSR PSSD","JUXT","The possessor is written as if it is part of the same word as the possessed, whether it is a pronominal prefix or an otherwise freestanding (alienable) noun. Inalienable nouns in addition take pronominal prefixes under pronominal possession, while alienable nouns do not.","DI","montes2004morfosintaxis[57-60];bertet2020tikuna[191-193]","DIRECT","JUXT","JUXT"
"ticu1245_735","ticu1245","ticu1245_alienable","PSSR-GEN PSSD","PSSR","","DI","montes2004morfosintaxis[70-71]","DIRECT","PSSR","MARKER"
"ticu1245_736","ticu1245","ticu1245_inalienable","3SG.N-N","UNPOSSESSION","","DI","bertet2020tikuna[191-193]",,,
"tido1248_737","tido1248","tido1248_inalienable","PSSR PSSD","JUXT","Possessed inalienable nouns can sometimes occur without a possessive prefix if the possessor is human plural.","AM","vanstaden2000tidore[90]","DIRECT","JUXT","JUXT"
"tido1248_738","tido1248","tido1248_inalienable","PSSR ma-PSSD","PSSD","Possessed inalienable nouns can also occur with ma- 'POSS.3.NH', a kind of default third person possessive marker, otherwise used for non-human possessors.","AM","vanstaden2000tidore[125-126]","DIRECT","PSSD","MARKER"
"tido1248_739","tido1248","tido1248_alienable;tido1248_inalienable","PSSR pref-PSSD","PSSD[AGR:PSSR]","Prefix on possessed noun agrees in person, number, gender/animacy with the possessor.","AM","vanstaden2000tidore[77-78]","DIRECT","PSSD","MARKER"
"timu1245_740","timu1245","timu1245_alienable","PSSR PSSD-pers.suffix","PSSD[AGR:PSSR]","The 3rd person is claimed to alternate with null marking. However, the only example we could find was of a compound-like term, ""bear grease"", and so we have only coded the overt suffixation pattern, which seems to be more common anyway.","DI","granberry1993timucua[19,85];gatschet1877timucua[483,494]","DIRECT","PSSD","MARKER"
"tiwi1244_741","tiwi1244","tiwi1244_alienable","PSSR PSSD","JUXT","The possessor slot can be also occupied by a variety of pronouns (normal, emphatic or alternate).","NCP","lee1987tiwi[102]","DIRECT","JUXT","JUXT"
"tiwi1244_742","tiwi1244","tiwi1244_kin;tiwi1244_alienable","PSSR PROnorm-PSSD","PSSD","Kinship terms are prefixed with normal personal pronouns, which are the indexation forms for verbs (S, A, P). In some cases, at least with kinship terms, the pronouns may be shortened (probably before a vowel). It is not clear under what conditions this construction is accessible to the default noun class. The author says that it is mainly used in cases of conceptually inalienable possession.","NCP","lee1987tiwi[95, 228]","DIRECT","PSSD","MARKER"
"tiwi1244_743","tiwi1244","tiwi1244_kin","NULL","UNPOSSESSION","Kinship terms cannot stand alone, except in some cases when used vocatively.","NCP","lee1987tiwi[95]",,,
"tlin1245_744","tlin1245","tlin1245_inalienable","PSSR PSSD","JUXT","","TH","crippen2010tlingit[87]","DIRECT","JUXT","JUXT"
"tlin1245_745","tlin1245","tlin1245_alienable","PSSR PSSD-ÿí","PSSD","","TH","crippen2008tlingit[186]","DIRECT","PSSD","MARKER"
"toho1245_746","toho1245","toho1245_inalienable","PSSR PSSD","JUXT","","DI","zepeda1983papago[75]","DIRECT","JUXT","JUXT"
"toho1245_747","toho1245","toho1245_nonpossessible","PSSR PSSD-ga","PSSD","The -ga suffix is simply a marker of possession, and the g is a determiner (which is required in this construction - the preposed possessor may fulfil an equivalent role in the other ordering).","DI","zepeda1983papago[78]","DIRECT","PSSD","MARKER"
"toho1245_748","toho1245","toho1245_nonpossessible","PSSD-ga-ij g PSSR","PSSD + PSSD[AGR:PSSR]","The -ga suffix is simply a marker of possession, and the g is a determiner (which is required in this construction - the preposed possessor may fulfil an equivalent role in the other ordering). The -ij suffix is the 3rd person singular possessive affix. Presumably if the PSSR is plural, the plural prefix ha- is used, though this is not exemplified.","DI","zepeda1983papago[132]","DIRECT","PSSD","MARKER"
"toho1245_749","toho1245","toho1245_inalienable","PSSD-ij g PSSR","PSSD[AGR:PSSR]","The -ij suffix is the 3rd person singular possessive affix. Presumably if the PSSR is plural, the plural prefix ha- is used, though this is not exemplified.","DI","zepeda1983papago[132]","DIRECT","PSSD","MARKER"
"toll1241_750","toll1241","toll1241_alienable;toll1241_inalienable","PSSR PSSD","JUXT","There are semi-dedicated possessive pronouns, but the possessive construction in Tol is simple juxtaposition.","DI","holt1999tol[34-36]","DIRECT","JUXT","JUXT"
"toll1241_751","toll1241","toll1241_inalienable","NULL","UNPOSSESSION","Holt claims that inalienable nouns cannot be unpossessed, and it is unclear how generic body parts are referred to, if this is possible. No examples are given in the grammar, so we assume that there is no unpossession construction.","DI","holt1999tol[34-36]",,,
"tomm1242_752","tomm1242","tomm1242_alienable","PSSR PSSD{Low Tone NP}","PSSD","With nominal possessors, for alienable possessed nouns, low tone is induced in the whole NP including modifiers. With pronominal possessors, the distinction between possession classes is even clearer, as inalienable nouns use independent pronouns rather than possessive pronouns (used with alienable nouns).","TH","mcpherson2013tommo[204]","DIRECT","PSSD","MARKER"
"tomm1242_753","tomm1242","tomm1242_inalienable","PSSR PSSD{Low Tone N}","PSSD","With nominal possessors, for inalienable possessed nouns, low tone is induced only on the possessed noun, and not on modifiers. With pronominal possessors, the distinction between possession classes is even clearer, as inalienable nouns use independent pronouns rather than possessive pronouns (used with alienable nouns).","TH","mcpherson2013tommo[210]","DIRECT","PSSD","MARKER"
"tonk1249_754","tonk1249","tonk1249_alienable","PSSD PossPro","PRO_MARKER","Alienable nouns take a pronominal possessor as a following pronoun.","DI","hoijer1938tonkawa[122-123]","DIRECT","MARKER","MARKER"
"tonk1249_755","tonk1249","tonk1249_kinship","PossPref-PSSD","PRO_MARKER","At least 'mother' has the full paradigm of pronominal markers, but 'son' and 'daughter' only clearly have the first and third persons. These prefixes are only used for possession of these kinship terms.","DI","hoijer1938tonkawa[133-134]","DIRECT","MARKER","MARKER"
"tonk1249_756","tonk1249","tonk1249_alienable;tonk1249_kinship","PSSR-an PSSD","PSSR","This is the construction used in nominal possession, where the distinction between alienable and inalienable (kinship) terms is apparently neutralized.","DI","hoijer1938tonkawa[117]","DIRECT","PSSR","MARKER"
"tonk1249_757","tonk1249","tonk1249_kinship","3-N","UNPOSSESSION","The form for 'mother' does not use this construction, but the bare root form is described as a vocative (perhaps the neutral ""someone's mother"" is in fact the 3rd person form). The words for 'son' and 'daughter' are clearly described as having a 3rd person unpossession form, and this perhaps extends to other roots in this category.","DI","hoijer1938tonkawa[133-134]",,,
"toto1305_758","toto1305","toto1305_alienable","PSSR y=PSSD","PSSD[AGR:PSSR]","The y= proclitic is a possessive marker that occurs on the possessed NP and agrees with the possessor as a 3rd person. If the possessor is not expressed overtly, y=NP is interpreted as 'his/her NP'.","DI","suslak2003totontepecmixe[51,60-61,116]","DIRECT","PSSD","MARKER"
"trin1274_759","trin1274","trin1274_alienable;trin1274_nonpossessible;trin1274_nonpossessible-ra;trin1274_nonpossessible-ne","3-ye’e PSSD PSSR","CLASS","The -ye'e affix is analyzed by Rose as an inalienable noun which must be possessed. It is the head of the construction (and thus serves as a classifier), as can be seen by its ability to stand as the possessed noun without the PSSD expressed overtly. Though alienable nouns can enter into this construction, it is rare, while it is typical for nonpossessible nouns. Inalienable nouns, once they are made nonpossessible (e.g. through the -re, -ko, -ti suffixes) can enter into this construction to be possessed again, with a different meaning. Since inalienables cannot enter this construction directly, they are not listed in the noun classes which have access to this construction","DI","rose2023mojeno[1500-1502,1514-1515]","INDIRECT","CLASS","CLASS"
"trin1274_760","trin1274","trin1274_nonpossessible-ra","3-ye’e PSSD-ra PSSR","CLASS","-ra class nouns can occasionally receive both their unpossessed affix and enter into the classifier -ye'e construction","DI","rose2023mojeno[1513-1514]","INDIRECT","CLASS","CLASS"
"trin1274_761","trin1274","trin1274_nonpossessible-ne","3-ye’e PSSD-ne PSSR","CLASS","-ne class nouns can occasionally receive both their unpossessed affix and enter into the classifier -ye'e construction","DI","rose2023mojeno[1513-1514]","INDIRECT","CLASS","CLASS"
"trin1274_762","trin1274","trin1274_nonpossessible-ra","3-PSSD-ra PSSR","PSSD + PSSD[AGR:PSSR]","The -ra is analyzed as derived a prefixable root from an unprefixable root","DI","rose2023mojeno[1508-1509]","DIRECT","PSSD","MARKER"
"trin1274_763","trin1274","trin1274_nonpossessible-ne","3-PSSD-ne PSSR","PSSD + PSSD[AGR:PSSR]","The -ne is analyzed as derived a prefixable root from an unprefixable root","DI","rose2023mojeno[1508-1509]","DIRECT","PSSD","MARKER"
"trin1274_764","trin1274","trin1274_alienable;trin1274_inalienable;trin1274_inalienable-re;trin1274_inalienable-ko;trin1274_inalienable-ti","3-PSSD PSSR","PSSD[AGR:PSSR]","The third person proclitic agrees in gender (and genderlect) with the possessor.","DI","rose2023mojeno[1498-1500]","DIRECT","PSSD","MARKER"
"trin1274_765","trin1274","trin1274_SUPPLETIVE","suppletion","SUPPLETION","Suppletive nouns are possessed as alienable/inalienable nouns, i.e. with the construction 3-PSSD PSSR, only with root alternation.","DI","rose2023mojeno[1503]",,"SUPPLETION",
"trin1274_766","trin1274","trin1274_inalienable","NULL","UNPOSSESSION","","DI","rose2023mojeno[1503]",,,
"trin1274_767","trin1274","trin1274_inalienable-re","N-re","UNPOSSESSION","","DI","rose2023mojeno[1503]",,,
"trin1274_768","trin1274","trin1274_inalienable-ko","N-ko","UNPOSSESSION","","DI","rose2023mojeno[1504]",,,
"trin1274_769","trin1274","trin1274_inalienable-ti","N-ti","UNPOSSESSION","","DI","rose2023mojeno[1505]",,,
"trio1238_770","trio1238","trio1238_animals","PSSR i-CLF PSSD","CLASS","Examples only show 1st person possession; not clear how 3rd person works, but ""generic nouns"" (classifiers) are said to be always possessed.","AM;DI","meira1999tiriyo[193-196, 529-532]","INDIRECT","CLASS","CLASS"
"trio1238_771","trio1238","trio1238_alienable","PSSR PSSD","JUXT","","AM;DI","meira1999tiriyo[517-529]","DIRECT","JUXT","JUXT"
"trio1238_772","trio1238","trio1238_non-possessible","NULL","POSSESSION","Human groups and proper nouns have no examples of being possessed, but are lumped in with animals as 'non-possessible.' However, animals can be unpossessed with classifiers like 'pet', 'game', and 'meat', while there are no examples of non-animals being possessed in this way.","AM;DI","meira1999tiriyo[193-196, 529-532]","NULL","NULL","NULL"
"trio1238_773","trio1238","trio1238_alienable","PSSR PSSD-rï","PSSD","The suffix -rï is optional and marginal and can occur in certain nouns when possessed (more often when followed by certain other suffixes); the -rï (-ru after /u/) also has weaker grades -h, -:, and -0 (which can also affect stress), which occur according to certain phonological conditions. Some words do not ever take the -rï.","AM;DI","meira1999tiriyo[517-529]","DIRECT","PSSD","MARKER"
"trio1238_774","trio1238","trio1238_alienable-jclass","PSSR i-j-PSSD-rï","PSSD + PSSD + PSSD[AGR:PSSR]","Prefix i- is ‘3POSS’ (and Ø- before vowels); suffix -rï is optional and marginal and can occur in certain nouns when possessed (more often when followed by certain other suffixes); the -rï (-ru after /u/) also has weaker grades -h, -:, and -0 (which can also affect stress), which occur according to certain phonological conditions. Some words do not ever take the -rï.","AM;DI","meira1999tiriyo[207-209]","DIRECT","PSSD","MARKER"
"trio1238_775","trio1238","trio1238_alienable;trio1238_inalienable","PSSR i-PSSD-rï","PSSD + PSSD[AGR:PSSR]","Prefix i- is ‘3POSS’ (and Ø- before vowels); suffix -rï is optional and marginal and can occur in certain nouns when possessed (more often when followed by certain other suffixes); the -rï (-ru after /u/) also has weaker grades -h, -:, and -0 (which can also affect stress), which occur according to certain phonological conditions. Some words do not ever take the -rï.","AM;DI","carlin2004trio[489-490];meira1999tiriyo[196,212-216]","DIRECT","PSSD","MARKER"
"trio1238_776","trio1238","trio1238_alienable-jclass","PSSR i-j-PSSD","PSSD + PSSD[AGR:PSSR]","Prefix i- is ‘3POSS’ (and Ø- before vowels).","AM;DI","meira1999tiriyo[207-209]","DIRECT","PSSD","MARKER"
"trio1238_777","trio1238","trio1238_alienable;trio1238_inalienable","PSSR i-PSSD","PSSD[AGR:PSSR]","Prefix i- is ‘3POSS’ (and Ø- before vowels).","AM;DI","carlin2004trio[489-490];meira1999tiriyo[196]","DIRECT","PSSD","MARKER"
"trio1238_778","trio1238","trio1238_SUPPLETIVE","suppletion","SUPPLETION","There are a lot of suppletive forms; for the most part they take the predictable constructions PSSR i-PSSD(-rï) and PSSR PSSD(-rï), but there may be unpredictable stem changes either in front of or internal to the unpossessed stem, including syllable deletions.","AM;DI","meira1999tiriyo[206-207,209-211]",,"SUPPLETION",
"trio1238_779","trio1238","trio1238_inalienable","NULL","UNPOSSESSION","","AM;DI","meira1999tiriyo[196]",,,
"trum1247_780","trum1247","trum1247_non-possessible","PSSR aton PSSD","CLASS","The word ""aton"" is an inalienably possessed body + intimate property term, which here functions as a classifier.","DI","guirardello1999trumai[113]","INDIRECT","CLASS","CLASS"
"trum1247_781","trum1247","trum1247_kinship;trum1247_body;trum1247_kinship-men","PSSR PSSD","JUXT","","DI","guirardello1999trumai[105-106,111]","DIRECT","JUXT","JUXT"
"trum1247_782","trum1247","trum1247_kinship","t-PSSD (3sg) / PSSD-ake (3pl)","PRO_MARKER","","DI","guirardello1999trumai[106-108]","DIRECT","MARKER","MARKER"
"trum1247_783","trum1247","trum1247_kinship-men","tsi-PSSD (3sg) / PSSD-ake (3pl)","PRO_MARKER","In this class, consisting only of the words 'father', 'maternal uncle', and 'paternal uncle', the 3rd person singular prefix fuses to the root and causes a vowel change.","DI","guirardello1999trumai[106-108]","DIRECT","MARKER","MARKER"
"trum1247_784","trum1247","trum1247_body","PSSD-ake/(e)a (3)","PRO_MARKER","There is a special anaphoric possessive suffix (which changes its form depending on the NP's case) that is only used for the body part (+intimate property) class.","DI","guirardello1999trumai[111-112]","DIRECT","MARKER","MARKER"
"trum1247_785","trum1247","trum1247_alienable","PSSR-k(a)te PSSD","PSSR","","DI","guirardello1999trumai[104-105]","DIRECT","PSSR","MARKER"
"trum1247_786","trum1247","trum1247_kinship;trum1247_body;trum1247_kinship-men","NULL","UNPOSSESSION","Body and kin are obligatorily possessed according to Guirardello-Damian, p.c.","DI","guirardello2023pc",,,
"tuka1248_787","tuka1248","tuka1248_alienable","PSSD=GEN PSSR","PSSR","nu is cliticized to the preceding noun, but belongs to PSSR.","TH","donohue1999tukangbesi[340]","DIRECT","PSSR","MARKER"
"nene1249_788","nene1249","nene1249_alienable","PSSR-GEN PSSD","PSSR","","TH","nikolaeva2014nenets[61]","DIRECT","PSSR","MARKER"
"nene1249_789","nene1249","nene1249_alienable","PSSR-GEN PSSD-3sg","PSSR + PSSD[AGR:PSSR]","This is an ""inalienable"" construction that is used for prominent possessors, but not restricted to any group of nouns.","TH","nikolaeva2014nenets[144-149]","DIRECT","PSSR-PSSD","MARKER"
"tuni1252_790","tuni1252","tuni1252_inalienable","PSSR Pro-(h)k-PSSD","PSSD + PSSD[AGR:PSSR]","The -(h)k marker is not segmented in Haas, however it is very obviously postfixed to the ""inalienable set"" of prefixes, and Haas comments on this. We have segmented it out here as its own morpheme, although Haas does not.","DI","haas1941tunica[37-38,117];haas1946tunica[363]","DIRECT","PSSD","MARKER"
"tuni1252_791","tuni1252","tuni1252_alienable","PSSR Pro-PSSD","PSSD[AGR:PSSR]","","DI","haas1941tunica[37-38,117];haas1950tunica[110];haas1946tunica[363]","DIRECT","PSSD","MARKER"
"tuni1252_792","tuni1252","tuni1252_inalienable","NULL","UNPOSSESSION","There may in fact be some kind of special unpossession construction (e.g., 3rd person) -- however, there are no examples of this in the grammar or (easily accessible) examples in the texts. It is unambiguously stated that inalienable nouns must have a pronominal prefix, so we code this for now as having no unpossession construction.","DI","haas1941tunica[37-38,64]",,,
"tupi1273_793","tupi1273","tupi1273_alienable;tupi1273_kinship","PSSR (rel-)PSSD","JUXT","Many nouns (and also verbs and postpositions) have alternating initial consonants under certain conditions, including certain possessive markers. These are analyzed as irregular nouns bearing prefixes in Tupinamba (often called relational prefixes in other sources). We consider them part of the root since they appear in other parts of speech and they behave similarly.","NCP","barbosa1956tupi[78, 107-116]","DIRECT","JUXT","JUXT"
"tupi1273_794","tupi1273","tupi1273_animals","PSSR (rel-)CLASS PSSD","CLASS","There are two classifiers, one for pets and the other for prey and prisoners.","NCP","barbosa1956tupi[115]","INDIRECT","CLASS","CLASS"
"tupi1273_795","tupi1273","tupi1273_kinship","NULL","UNPOSSESSION","Kinship terms are always possessed, except for vocative forms.","NCP","barbosa1956tupi[117]",,,
"tusc1257_796","tusc1257","tusc1257_alienable","NULL","POSSESSION","The possessed noun obligatory undergoes incorporation into a verb, and there is no noun phrase that it can belong to without a verb. Since verb incorporation is out of scope, this means that there is no NP possession strategy for alienable nouns in Tuscarora.","TH;DI","williams1974tuscarora[213-217]","NULL","NULL","NULL"
"tusc1257_797","tusc1257","tusc1257_inalienable","PSSR pers-PSSD","PSSD[AGR:PSSR]","The relative order of PSSR and PSSD is inferred from examples, rather than overtly discussed.","TH;DI","williams1974tuscarora[205-210, 216-217]","DIRECT","PSSD","MARKER"
"tute1247_798","tute1247","tute1247_alienable","PSSD dative.pro-ki:tǫ-indef PSSR","CLAUSE","The word ki:tǫ is the verb 'belong'.","DI;NCP","roberts2022pc;oliverio1996tutelo[140-141]","INDIRECT","CLAUSE","CLAUSE"
"tute1247_799","tute1247","tute1247_animals","PSSD o-agent.pro-hkį́pʰi PSSR","CLAUSE","The morpheme o- is the locative prefix and hkį́pʰi is the verb 'own', which is not used for other nouns outside of this class.","DI;NCP","roberts2022pc;oliverio1996tutelo[142-143]","INDIRECT","CLAUSE","CLAUSE"
"tute1247_800","tute1247","tute1247_patient-pssd","patient.pro-ta:-PSSD PSSR","PSSD + PSSD[AGR:PSSR]","The ta:- prefix is of unknown origin and meaning. The patient.pro is used to mark patients of transitive verbs on the verb.","DI;NCP","roberts2022pc;oliverio1996tutelo[140-141]","DIRECT","PSSD","MARKER"
"tute1247_801","tute1247","tute1247_kin","patient.pro-PSSD PSSR","PSSD[AGR:PSSR]","The patient.pro is used to mark patients of transitive verbs on the verb.","DI;NCP","roberts2022pc;oliverio1996tutelo[131-139]","DIRECT","PSSD","MARKER"
"tute1247_802","tute1247","tute1247_body","dative.pro-PSSD PSSR","PSSD[AGR:PSSR]","The dative.pro is used to mark dative arguments of verbs.","DI;NCP","roberts2022pc;oliverio1996tutelo[131-139]","DIRECT","PSSD","MARKER"
"tute1247_803","tute1247","tute1247_kin","NULL","UNPOSSESSION","Kinship terms cannot be unpossessed and the family's typical unpossession morpheme does not serve that function in Tutelo.","DI;NCP","roberts2022pc;oliverio1996tutelo[131-139]",,,
"uppe1439_804","uppe1439","uppe1439_alienable","PSSD-AGR:PSSR","PRO_MARKER","There are no examples of nominal possession. The pronominal indexation uses both prefixes (1st and 2nd sg) and suffixes (1pl, 2pl, 3sg & 3pl).","DI","kinkade1963upperchehalis[116f]","DIRECT","MARKER","MARKER"
"urar1246_805","urar1246","urar1246_alienable;urar1246_inalienable","PSSR PSSD","JUXT","","DI","olawsky2006urarina[332-341]","DIRECT","JUXT","JUXT"
"urar1246_806","urar1246","urar1246_alienable","free.PRO raj PSSD","PRO_MARKER","","DI","olawsky2006urarina[332-354]","DIRECT","MARKER","MARKER"
"urar1246_807","urar1246","urar1246_inalienable","PRO=raj PSSD","PRO_MARKER","","DI","olawsky2006urarina[332-354]","DIRECT","MARKER","MARKER"
"urar1246_808","urar1246","urar1246_inalienable","PRO=PSSD","PRO_MARKER","","DI","olawsky2006urarina[332-354]","DIRECT","MARKER","MARKER"
"urar1246_809","urar1246","urar1246_alienable;urar1246_inalienable","PSSR raj PSSD","PSSR","The grammar is uncertain on whether the raj forms a constituent with the PSSR or PSSD and leaves it undetermined. We are analyzing it as belonging with PSSR for the following reasons: (1) elsewhere in the grammar, this functions as a postposition; (2) it forms a phonological unit with the proclitics, in another construction.","DI","olawsky2006urarina[332-341]","DIRECT","PSSR","MARKER"
"urar1246_810","urar1246","urar1246_inalienable","?","UNPOSSESSION","Because the inalienable/alienable distinction has fallen out of use in the modern language, we do not know what the unpossession construction of the old language was. Some of the modern citation forms of previously inalienable nouns have the third person proclitic n= fused to them, which suggests that there was either a 3rd person unpossession construction, or no unpossession construction at all. Other previously inalienable nouns have a modern citation form that is lengthened through the insertion of various phonemes.","DI","olawsky2006urarina[350-354]",,,
"urni1239_811","urni1239","urni1239_alienable","PSSR PSSD","JUXT","In the only nominal example the order is PSSR PSSD. In the pronominal examples given in the grammar, both orders of the PSSD and the pronoun are attested.","TH;DI;NCP","birch2006dictionary[98];campbell2006urningangk[47]","DIRECT","JUXT","JUXT"
"wage1238_812","wage1238","wage1238_inalienable","PSSD PSSR","JUXT","Word order is free (relation is clear since inalienable).","TH","cook1987wagiman[98]","DIRECT","JUXT","JUXT"
"wage1238_813","wage1238","wage1238_alienable","PSSD PSSR POSS[AGR:PSSR]","PSSR[AGR:PSSR]","Word order is not very strict, and locus is difficult to determine. But the fact that number agreement happens between the PSSR and pronoun is weak evidence for considering them within the same constituent, so we consider the possessive pronoun and the PSSR to be co-constituents.","TH","cook1987wagiman[98]","DIRECT","PSSR","MARKER"
"waim1253_814","waim1253","waim1253_classifier","PSSR i-CLF PSSD","CLASS","Classifier like 'pet' or 'food/meat' (examples only show 1st person possession; not clear how 3rd person works); i- = relational prefix (no agreement); only before vowel-initial stems.","AM","bruno2003waimiriatroari[69-70]","INDIRECT","CLASS","CLASS"
"waim1253_815","waim1253","waim1253_alienable","PSSR PSSD","JUXT","The i- = relational prefix (no agreement) can be present in a few vowel-initial stems of alienable nouns according to the grammar, but we couldn't find any examples. On the contrary, we believe that the relational prefix is in the process of being reanalyzed as an inalienability marker since it is present in some consonant-initial stems of inalienable nouns.","AM","bruno2003waimiriatroari[71-73]","DIRECT","JUXT","JUXT"
"waim1253_816","waim1253","waim1253_non-possessible","NULL","POSSESSION","Apparently no possession strategy.","AM","bruno2003waimiriatroari[69-70]","NULL","NULL","NULL"
"waim1253_817","waim1253","waim1253_inalienable","PSSR i-PSSD","PSSD","The i- relational prefix (no agreement) always occurs before vowel-initial stems, and typically does not occur before consonant-initial stems. However, there are some consonant-initial stems where the i- prefix does occur, and there are some words that can appear both with and without the i-. The most regular pattern is the occurrence before inalienable nouns, and we suspect that there is a change or reanalysis of the i- prefix in progress in the language.","AM","bruno2003waimiriatroari[71-73]","DIRECT","PSSD","MARKER"
"waim1253_818","waim1253","waim1253_inalienable","NULL","UNPOSSESSION","Apparently no un-possession strategy.","AM","bruno2003waimiriatroari[69-70]",,,
"wapi1253_819","wapi1253","wapi1253_inalienable-obl;wapi1253_inalienable-nonobl","PSSR PSSD","JUXT","","DI","gomes2006wapixana[100]","DIRECT","JUXT","JUXT"
"wapi1253_820","wapi1253","wapi1253_alienable-n","PSSR PSSD-n","PSSD","","DI","gomes2006wapixana[131-136]","DIRECT","PSSD","MARKER"
"wapi1253_821","wapi1253","wapi1253_alienable-ʐ","PSSR PSSD-ʐ","PSSD","","DI","gomes2006wapixana[131-136]","DIRECT","PSSD","MARKER"
"wapi1253_822","wapi1253","wapi1253_alienable-t","PSSR PSSD-t","PSSD","","DI","gomes2006wapixana[131-136]","DIRECT","PSSD","MARKER"
"wapi1253_823","wapi1253","wapi1253_inalienable-obl","N-j","UNPOSSESSION","Some inalienables (the inalienable-nonobl category) do not take the unpossession marker of -j. The author is not sure why this happens and it does not appear to be a phonologically motivated difference.","DI","gomes2006wapixana[99]",,,
"wapi1253_824","wapi1253","wapi1253_SUPPLETIVE","suppletion","SUPPLETION","For example, tikaʐ 'fire', -ʐim 'fire (possessed)","DI;NCP","gomes2006wapixana[123,131-136];ati2000scholar[80,100]",,"SUPPLETION",
"wapp1239_825","wapp1239","wapp1239_inalienable","PSSR PSSD","JUXT","The juxtaposition construction is also available for pronominal possessors.","NCP","thompson2006wappo[9, 14, 15, 16, 19]","DIRECT","JUXT","JUXT"
"wapp1239_826","wapp1239","wapp1239_alienable","PSSR-meʔ PSSD","PSSR","The meʔ is described as genitive and it can attach to both nouns and pronouns.","NCP","thompson2006wappo[9, 14, 15, 16, 19]","DIRECT","PSSR","MARKER"
"wara1303_827","wara1303","wara1303_alienable","PSSR AGR-a-PSSD","PSSD + PSSD[AGR:PSSR]","The agreement that occurs before the ""a"" morpheme is part of a paradigm which agrees with the PSSR. The 3rd person is however null, which is what occurs when the possessor is nominal.","DI","figueroa2023warao[1250-1251]","DIRECT","PSSD","MARKER"
"ward1246_828","ward1246","ward1246_alienable","PRO.DAT PSSR-DAT PSSD","PSSR[AGR:PSSR]","Word order is flexible.","TH","merlan1994wardaman[74]","DIRECT","PSSR","MARKER"
"wari1268_829","wari1268","wari1268_alienable","PSSD=POSS.CLITIC PSSR","PSSD[AGR:PSSR]","","DI","everett1997wari[229-232]","DIRECT","PSSD","MARKER"
"wari1268_830","wari1268","wari1268_xi-inalienable","PSSD-xi.PARADIGM PSSR","PSSD[AGR:PSSR]","","DI","everett1997wari[229-232]","DIRECT","PSSD","MARKER"
"wari1268_831","wari1268","wari1268_Co-kinship","co-PSSD =VERB.CLITIC PSSR","PSSD[AGR:PSSR]","These kinship nouns are formed through a process of becoming a verbal clause and then a noun again. This clausal process is synchronically opaque and speakers do not consider them verbal. They form a closed class.","DI","everett1997wari[229-232,365-367]","DIRECT","PSSD","MARKER"
"wari1268_832","wari1268","wari1268_SUPPLETIVE","suppletive","SUPPLETION","These nouns are possessed as part of the -xi' nouns (with the xi paradigm of suffixes), but when unpossessed they have somewhat unpredictable forms. Some are fully unrecognizable, while others look like shortened or abbreviated forms of the possessive root.","DI","everett1997wari[229-232]",,"SUPPLETION",
"wari1268_833","wari1268","wari1268_xi-inalienable;wari1268_Co-kinship","NULL","UNPOSSESSION","The ""citation form"" of the xi-inalienable nouns is with -xi, the 1pl.incl, but this is always translated as 'our', not as something unpossessed, and so does not appear to be unpossession. Co-kinship terms are said to be ""possessed inalienably"" suggesting that there is no unpossession form at all.","DI","everett1997wari[229-232]",,,
"wash1253_834","wash1253","wash1253_unrestricted","PSSR PSSD","JUXT","","DI","jacobsen1964washo[426f];jacobsen1996washo[20]","DIRECT","JUXT","JUXT"
"wash1253_835","wash1253","wash1253_restricted1;wash1253_restricted2","PSSR ʔ-PSSD","PSSD","The PSSD is marked with a ʔ if it begins with a vowel (freestanding words must begin with a consonant in Washo), and all of these seem to be restricted.","DI","jacobsen1964washo[426f];jacobsen1996washo[20]","DIRECT","PSSD","MARKER"
